User ID,Vehicle Model,Battery Capacity (kWh),Charging Station ID,Charging Station Location,Charging Start Time,Charging End Time,Energy Consumed (kWh),Charging Duration (hours),Charging Cost (USD),Time of Day,Day of Week,State of Charge (Start %),State of Charge (End %),Distance Driven (since last charge) (km),Temperature (°C),Vehicle Age (years),Charger Type,User Type,session_duration_h,charge_duration_h,delay_duration_h,utilisation_rate,charging_rate_calc_kw,start_hour,end_hour,start_dayofweek,start_weekday_name,is_weekend,start_part_of_day,energy_per_session_hour,distance_per_kwh,is_flexible,flexibility_label
User_19,Tesla Model 3,100.0,Station_434,New York,2024-01-01 18:00:00,2024-01-01 21:03:00,42.63801819167288,0.8075321582617996,25.0787937101842,Evening,Saturday,55.51705087402344,52.7134886858277,280.8620709755801,37.430356532255,0.0,Level 1,Long-Distance Traveler,3.05,0.8075321582617996,2.2424678417382005,0.264764642053049,52.80039656061568,18,21,0,Monday,0,Evening,13.979678095630453,6.5871277063818106,1,flexible
User_23,BMW i3,75.0,Station_140,Chicago,2024-01-01 22:00:00,2024-01-02 01:02:00,49.19642958971384,2.5628173042684104,14.856131218606723,Afternoon,Saturday,49.02423910950519,64.48187393759193,298.18812231836336,39.95893731677202,4.257936702758294,DC Fast Charger,Long-Distance Traveler,3.033333333333333,2.5628173042684104,0.4705160290649228,0.8448848255829925,19.196229675746476,22,1,0,Monday,0,Evening,16.218603161444122,6.061174048710022,0,not_flexible
User_25,Tesla Model 3,100.0,Station_150,Houston,2024-01-02 00:00:00,2024-01-02 01:55:00,27.60438468247694,0.9571376601264636,24.03753468851581,Morning,Wednesday,65.48688658113335,65.35209627449626,173.47152650529225,35.977821918048456,4.0,Level 1,Long-Distance Traveler,1.9166666666666667,0.9571376601264636,0.9595290065402032,0.4993761705007636,28.84055850318298,0,1,1,Tuesday,0,Night,14.40228766042275,6.284201894034997,0,not_flexible
User_28,Nissan Leaf,50.0,Station_340,San Francisco,2024-01-02 03:00:00,2024-01-02 06:13:00,10.338517723856468,1.547713717696371,9.855826892937216,Night,Sunday,98.3327953116332,94.50485176968456,162.6865443608225,5.504758728380647,0.0,Level 1,Long-Distance Traveler,3.216666666666667,1.547713717696371,1.668952948970296,0.4811545236361774,6.679864373913024,3,6,1,Tuesday,0,Night,3.214046960784394,15.73596415909971,1,flexible
User_31,Chevy Bolt,100.0,Station_239,New York,2024-01-02 06:00:00,2024-01-02 09:54:00,19.473800595427143,1.435532787267766,36.945272915195176,Afternoon,Wednesday,31.320786979519863,78.05665281794616,154.34561667139718,8.352906076534808,2.0,DC Fast Charger,Casual Driver,3.9,1.435532787267766,2.464467212732234,0.3680853300686579,13.565556125326417,6,9,1,Tuesday,0,Morning,4.993282203955678,7.92580862246483,1,flexible
User_32,BMW i3,100.0,Station_58,Chicago,2024-01-02 07:00:00,2024-01-02 09:27:00,38.28919933554271,2.0076640542660726,17.011782945517666,Evening,Wednesday,75.6447784790562,65.61730718592959,238.9093109631085,2.273162900972052,6.0,Level 1,Commuter,2.45,2.0076640542660726,0.4423359457339275,0.8194547160269684,19.0715170967883,7,9,1,Tuesday,0,Morning,15.628244626752126,6.239600595182365,0,not_flexible
User_33,BMW i3,100.0,Station_198,New York,2024-01-02 08:00:00,2024-01-02 09:58:00,16.136238725396332,1.306927271746284,26.438194237490425,Evening,Monday,23.603991432132744,88.2000728013921,35.50388319357353,39.38401391534167,1.0,Level 2,Casual Driver,1.9666666666666663,1.306927271746284,0.6597393949203825,0.6645392907184495,12.346699831150884,8,9,1,Tuesday,0,Morning,8.204867148506612,2.2002576807254997,0,not_flexible
User_34,Tesla Model 3,62.0,Station_211,Houston,2024-01-02 09:00:00,2024-01-02 12:03:00,60.06708508895625,0.9991001884039166,18.034390040505443,Afternoon,Monday,22.88146662593892,51.43427868199236,46.35755886056615,13.991597483206988,1.0,Level 2,Casual Driver,3.05,0.9991001884039166,2.050899811596083,0.3275738322635792,60.12118282643373,9,12,1,Tuesday,0,Morning,19.69412625867418,0.7717630844232412,1,flexible
User_35,Chevy Bolt,75.0,Station_402,Houston,2024-01-02 10:00:00,2024-01-02 13:32:00,57.72437946101146,1.8735815970397776,35.50300017025295,Afternoon,Friday,41.87247964240577,79.64797277486439,157.61465400806637,28.429807376567297,1.8091728675018728,DC Fast Charger,Long-Distance Traveler,3.533333333333333,1.8735815970397776,1.6597517362935557,0.5302589425584276,30.809642639645293,10,13,1,Tuesday,0,Morning,16.337088526701358,2.730469439078568,1,flexible
User_36,Hyundai Kona,75.0,Station_390,New York,2024-01-02 11:00:00,2024-01-02 14:16:00,37.37451606078376,2.8916769844807484,29.86624992587584,Evening,Tuesday,24.49220858439769,73.38017572592224,76.20353921863803,59.931973865971024,4.0,Level 1,Commuter,3.2666666666666666,2.8916769844807484,0.3749896821859182,0.8852072401471679,12.924858572159994,11,14,1,Tuesday,0,Morning,11.441178385954213,2.0389170817544495,0,not_flexible
User_39,Tesla Model 3,85.0,Station_279,Los Angeles,2024-01-02 14:00:00,2024-01-02 15:25:00,61.52075986084904,1.2804107080349374,26.50571298106416,Afternoon,Monday,87.98462138000619,79.3884433831648,141.24375349788664,5.761050673536548,7.0,Level 2,Commuter,1.4166666666666667,1.2804107080349374,0.1362559586317293,0.9038193233187792,48.04767679213315,14,15,1,Tuesday,0,Afternoon,43.426418725305204,2.2958714069422963,0,not_flexible
User_41,BMW i3,79.7992037611215,Station_410,Los Angeles,2024-01-02 16:00:00,2024-01-02 18:58:00,67.51805822343026,1.9623405401552507,29.222361949491813,Night,Sunday,80.86258863357027,62.52531776559165,119.63099233488512,35.233158486596466,1.9692327223244,Level 2,Casual Driver,2.966666666666667,1.9623405401552507,1.004326126511416,0.6614631034231182,34.40690177969241,16,18,1,Tuesday,0,Afternoon,22.758896030369748,1.771836979360442,1,flexible
User_43,BMW i3,85.0,Station_391,Houston,2024-01-02 18:00:00,2024-01-02 20:53:00,12.049319706245154,1.373881357931789,32.04209859904496,Night,Saturday,36.636852158024986,66.97610432369274,83.24522142563875,39.41613092437325,4.0,Level 1,Commuter,2.8833333333333333,1.373881357931789,1.5094519754015443,0.4764906443694066,8.770276732180088,18,20,1,Tuesday,0,Evening,4.1789548114145045,6.908707168131062,1,flexible
User_47,Nissan Leaf,75.0,Station_282,San Francisco,2024-01-02 22:00:00,2024-01-03 01:06:00,67.47546614008147,2.1051170788531968,19.03070021272089,Night,Sunday,63.035941874368895,81.75095350359373,97.4539049287794,3.194124642496231,5.0,Level 1,Commuter,3.1,2.1051170788531968,0.9948829211468032,0.6790700254365151,32.05307050040182,22,1,1,Tuesday,0,Evening,21.766279400026278,1.4442865015035484,0,not_flexible
User_50,BMW i3,100.0,Station_36,New York,2024-01-03 01:00:00,2024-01-03 03:40:00,8.713190575944605,2.2095428234972503,9.644101413904608,Afternoon,Saturday,27.196196012553663,86.89391764029943,170.47505412270155,5.37807958403098,6.0,Level 2,Long-Distance Traveler,2.6666666666666665,2.2095428234972503,0.4571238431694162,0.8285785588114689,3.943435937644975,1,3,2,Wednesday,0,Night,3.267446465979227,19.5651699152948,0,not_flexible
User_51,BMW i3,85.0,Station_109,San Francisco,2024-01-03 02:00:00,2024-01-03 02:48:00,9.06588081544948,0.5123781829612861,24.50189331007889,Morning,Tuesday,13.873858113381532,93.62842306259267,226.2193631647091,30.69198380180764,2.6163324827383008,DC Fast Charger,Casual Driver,0.8,0.5123781829612861,0.2876218170387139,0.6404727287016077,17.693729196378513,2,2,2,Wednesday,0,Night,11.332351019311849,24.952827835459836,0,not_flexible
User_52,BMW i3,50.0,Station_55,Los Angeles,2024-01-03 03:00:00,2024-01-03 05:06:00,58.73397361690925,1.88926151834522,28.10231005717249,Morning,Saturday,83.86192690828396,71.37448250923295,57.38072425225101,1.941105156484872,3.0,Level 1,Commuter,2.1,1.88926151834522,0.2107384816547801,0.8996483420691523,31.088323689752382,3,5,2,Wednesday,0,Night,27.968558865194883,0.9769596831046239,0,not_flexible
User_56,Tesla Model 3,76.87610037599295,Station_69,New York,2024-01-03 07:00:00,2024-01-03 09:33:00,50.26893407436542,1.6783584198879236,38.94193996256931,Evening,Saturday,13.48827068689701,82.69521185847714,133.99209364319893,3.0428293410416227,0.0,DC Fast Charger,Casual Driver,2.55,1.6783584198879236,0.8716415801120763,0.6581797725050681,29.95125086435485,7,9,2,Wednesday,0,Morning,19.713307480143303,2.665504970624154,0,not_flexible
User_58,Nissan Leaf,62.0,Station_130,Houston,2024-01-03 09:00:00,2024-01-03 12:59:00,77.86372676031044,0.9179022472670976,28.30319111612704,Afternoon,Saturday,56.91742176324378,57.46568225034442,129.3894111090679,38.46677944602198,3.0,DC Fast Charger,Casual Driver,3.983333333333333,0.9179022472670976,3.065431086066236,0.2304357106109868,84.82790732034574,9,12,2,Wednesday,0,Morning,19.547379103006808,1.6617418211610917,1,flexible
User_59,BMW i3,100.0,Station_55,Chicago,2024-01-03 10:00:00,2024-01-03 12:59:00,21.89299267514347,1.285283896923329,8.637821690612405,Morning,Saturday,80.22553380560572,64.66736188293022,148.41561166314776,5.073167724155329,7.0,DC Fast Charger,Casual Driver,2.9833333333333334,1.285283896923329,1.6980494364100045,0.430821417963127,17.03358513053047,10,12,2,Wednesday,0,Morning,7.338433298930773,6.779137684162,1,flexible
User_61,Nissan Leaf,62.0,Station_97,Houston,2024-01-03 12:00:00,2024-01-03 14:22:00,21.82768817738645,2.082100007126398,36.06804149617966,Evening,Tuesday,33.255985091753644,51.50113226723436,48.044387156223145,38.65644395728205,7.0,Level 1,Casual Driver,2.3666666666666667,2.082100007126398,0.2845666595402685,0.8797605663914358,10.483496519224282,12,14,2,Wednesday,0,Afternoon,9.2229668355154,2.2010753848864892,0,not_flexible
User_63,Hyundai Kona,124.31591138552656,Station_87,Houston,2024-01-03 14:00:00,2024-01-03 16:50:00,46.1951370011332,0.6505075790560018,30.86418085784876,Afternoon,Sunday,53.00518532661712,59.90164627311141,25.02725725569419,6.17125670947679,1.0,Level 2,Commuter,2.833333333333333,0.6505075790560018,2.1828257542773315,0.2295909102550594,71.01398736686555,14,16,2,Wednesday,0,Afternoon,16.304166000399952,0.5417725518398236,1,flexible
User_65,Nissan Leaf,50.0,Station_119,Los Angeles,2024-01-03 16:00:00,2024-01-03 18:42:00,76.93342189972203,2.1234202003251825,34.22830190454739,Night,Friday,27.1746153338806,92.14463369734484,295.8937220745894,7.9416880917232575,2.5918513275137545,DC Fast Charger,Casual Driver,2.7,2.1234202003251825,0.5765797996748177,0.7864519260463638,36.23089857011833,16,18,2,Wednesday,0,Afternoon,28.49385996286001,3.846101145224875,0,not_flexible
User_66,BMW i3,62.0,Station_208,Houston,2024-01-03 17:00:00,2024-01-03 18:46:00,59.25460166411963,1.2796206959579637,12.220438303566691,Night,Thursday,77.03697398688679,91.82927487145972,167.29757277309406,35.27145068625696,7.0,Level 2,Long-Distance Traveler,1.7666666666666666,1.2796206959579637,0.4870459707087029,0.7243136014856398,46.30637957895781,17,18,2,Wednesday,0,Afternoon,33.54034056459602,2.8233684486043478,0,not_flexible
User_67,Nissan Leaf,100.0,Station_334,San Francisco,2024-01-03 18:00:00,2024-01-03 21:04:00,37.06292777850246,1.6090994326029475,37.87533457659361,Morning,Wednesday,7.520444726979813,67.79787265012489,98.14598101957088,16.483705935041975,2.0,Level 2,Long-Distance Traveler,3.066666666666667,1.6090994326029475,1.4575672340637194,0.5247063367183524,23.033335931607343,18,21,2,Wednesday,0,Evening,12.08573731907689,2.648090339924476,1,flexible
User_68,Nissan Leaf,85.0,Station_413,Los Angeles,2024-01-03 19:00:00,2024-01-03 21:30:00,67.69516175123809,0.8575824648349768,13.775619212920864,Afternoon,Saturday,22.48839981099202,86.77766611416524,81.28450037675881,-7.332648303750763,6.0,DC Fast Charger,Casual Driver,2.5,0.8575824648349768,1.6424175351650232,0.3430329859339907,78.93720374082574,19,21,2,Wednesday,0,Evening,27.078064700495236,1.200743129552714,1,flexible
User_69,BMW i3,75.0,Station_154,Los Angeles,2024-01-03 20:00:00,2024-01-03 22:37:00,16.41401693253662,1.702974822474663,21.667786643873225,Morning,Sunday,36.950283611109775,77.13616493524884,188.47148981831265,18.53871081800196,7.0,Level 1,Casual Driver,2.6166666666666667,1.702974822474663,0.9136918441920036,0.6508184034935018,9.638437818290662,20,22,2,Wednesday,0,Evening,6.272872713071319,11.482350151882432,0,not_flexible
User_72,Hyundai Kona,75.0,Station_67,Houston,2024-01-03 23:00:00,2024-01-04 00:36:00,61.13047583037784,0.947277208902377,37.14898172847161,Evening,Saturday,34.89904374917877,92.355661174546,58.85531551787028,7.662649708995332,1.0,DC Fast Charger,Long-Distance Traveler,1.6,0.947277208902377,0.6527227910976231,0.5920482555639855,64.53282656426471,23,0,2,Wednesday,0,Evening,38.20654739398615,0.9627818975461507,0,not_flexible
User_73,Hyundai Kona,85.0,Station_343,Chicago,2024-01-04 00:00:00,2024-01-04 02:24:00,22.88203842151127,1.5694707135750048,10.709582024361996,Evening,Thursday,15.67448546968074,96.59770241767578,98.47402709278698,19.21316448676773,3.0,DC Fast Charger,Commuter,2.4,1.5694707135750048,0.8305292864249951,0.6539461306562521,14.579461868001108,0,2,3,Thursday,0,Night,9.534182675629697,4.303551339211638,0,not_flexible
User_74,Nissan Leaf,59.83272651224269,Station_413,Los Angeles,2024-01-04 01:00:00,2024-01-04 02:32:00,12.894887186031896,0.5815047780490367,15.197334165353636,Night,Friday,31.54918220388392,97.46254098173988,183.1712811493433,28.637604322914584,2.0,Level 1,Long-Distance Traveler,1.5333333333333334,0.5815047780490367,0.9518285552842968,0.3792422465537195,22.175032214343226,1,2,3,Thursday,0,Night,8.409709034368628,14.204954142426276,0,not_flexible
User_75,Hyundai Kona,85.0,Station_34,Houston,2024-01-04 02:00:00,2024-01-04 04:22:00,69.16916705566726,2.285242161327478,20.76646440802641,Afternoon,Wednesday,41.089044871443264,74.39951852877809,276.57481915586186,20.014324466284243,4.0,Level 1,Casual Driver,2.3666666666666667,2.285242161327478,0.0814245053391888,0.9655952794341456,30.26776252696453,2,4,3,Thursday,0,Night,29.22640861507067,3.9985275366013124,0,not_flexible
User_78,BMW i3,75.0,Station_169,New York,2024-01-04 05:00:00,2024-01-04 08:40:00,31.218889683829406,3.340997592022919,17.60489531315022,Afternoon,Monday,39.51761676284298,71.27176463552543,242.4855629063196,39.83142977123109,3.0,Level 2,Commuter,3.6666666666666665,3.340997592022919,0.3256690746437476,0.911181161460796,9.344182036637411,5,8,3,Thursday,0,Night,8.514242641044383,7.767270564779918,0,not_flexible
User_79,BMW i3,100.0,Station_151,Houston,2024-01-04 06:00:00,2024-01-04 09:55:00,30.651699818598622,1.0288186666188504,39.322054380129146,Evening,Friday,38.12132999285809,81.19721083979802,12.149516678078117,-4.932743443178868,1.0,DC Fast Charger,Casual Driver,3.9166666666666665,1.0288186666188504,2.887848000047816,0.2626771063707703,29.79310233486875,6,9,3,Thursday,0,Morning,7.825965911131563,0.39637334144536146,1,flexible
User_81,Hyundai Kona,48.0506947257829,Station_3,Los Angeles,2024-01-04 08:00:00,2024-01-04 11:05:00,51.67374779364138,0.6917553642371982,18.01181177893121,Afternoon,Saturday,55.07217407784221,62.93578010941694,222.2746666893461,2.5542438030517296,7.0,Level 2,Casual Driver,3.083333333333333,0.6917553642371982,2.391577969096135,0.2243530911039561,74.6994536871026,8,11,3,Thursday,0,Morning,16.75905333847829,4.3015007848278755,1,flexible
User_82,Tesla Model 3,50.0,Station_314,San Francisco,2024-01-04 09:00:00,2024-01-04 12:21:00,35.9072426531086,2.7255608456585247,19.2835226965972,Night,Friday,48.88762425560186,43.05075612226932,93.85786768644309,33.076751459606555,6.0,Level 1,Casual Driver,3.35,2.7255608456585247,0.6244391543414753,0.8136002524353805,13.174258322027304,9,12,3,Thursday,0,Morning,10.718579896450327,2.6138979423505675,0,not_flexible
User_83,Hyundai Kona,85.0,Station_32,Chicago,2024-01-04 10:00:00,2024-01-04 13:20:00,41.60783353260332,0.8070687454194462,29.532932865621344,Afternoon,Tuesday,54.997649082294174,97.26161624347915,94.645250164602,17.737387789603858,3.0,Level 1,Commuter,3.333333333333333,0.8070687454194462,2.526264587913887,0.2421206236258338,51.554261974274674,10,13,3,Thursday,0,Morning,12.482350059780998,2.274697866459192,1,flexible
User_86,Tesla Model 3,100.0,Station_43,Chicago,2024-01-04 13:00:00,2024-01-04 16:26:00,21.65616411567424,1.8944268875741128,18.02550998683417,Afternoon,Wednesday,78.43462826424621,97.7254403635819,170.55772537142218,10.401511433472187,3.0,Level 1,Casual Driver,3.433333333333333,1.8944268875741128,1.5389064457592203,0.5517748216235281,11.431512220250315,13,16,3,Thursday,0,Afternoon,6.307620616215798,7.875712635922276,1,flexible
User_89,BMW i3,85.0,Station_1,Los Angeles,2024-01-04 16:00:00,2024-01-04 17:56:00,33.07294950547435,1.4696595869919784,15.55083822587802,Evening,Wednesday,105.03222404185644,83.02347311843918,164.68289235141916,-6.514431826571196,1.0,Level 2,Long-Distance Traveler,1.9333333333333331,1.4696595869919784,0.4636737463413549,0.7601687518924026,22.50381639272419,16,17,3,Thursday,0,Afternoon,17.10669802007294,4.979383297040389,0,not_flexible
User_91,Chevy Bolt,50.0,Station_270,San Francisco,2024-01-04 18:00:00,2024-01-04 21:41:00,28.440773917754164,1.0796586545757096,13.779804175546838,Night,Friday,13.667240803504384,96.3460346157945,398.3647747436511,27.813135549380647,0.0,Level 2,Long-Distance Traveler,3.683333333333333,1.0796586545757096,2.6036746787576237,0.2931199967173872,26.34237571034058,18,21,3,Thursday,0,Evening,7.721477081743212,14.006819079384183,1,flexible
User_92,Tesla Model 3,62.0,Station_180,New York,2024-01-04 19:00:00,2024-01-04 22:52:00,68.57302471319414,2.9303906461796965,15.889414479213295,Evening,Saturday,50.31669101477427,93.89345034552564,191.45599448624304,37.89979105281139,4.0,Level 1,Commuter,3.8666666666666663,2.9303906461796965,0.9362760204869702,0.7578596498740594,23.400642778665603,19,22,3,Thursday,0,Evening,17.734402943067455,2.792001596648324,0,not_flexible
User_93,Chevy Bolt,85.0,Station_224,Houston,2024-01-04 20:00:00,2024-01-04 23:34:00,65.431016913359,0.929486553755634,10.395657972388529,Night,Sunday,76.46681163744769,75.84995702645678,71.43600424010651,30.199709557192065,6.0,DC Fast Charger,Long-Distance Traveler,3.566666666666667,0.929486553755634,2.637180112911033,0.2606037066604581,70.39479662076003,20,23,3,Thursday,0,Evening,18.34514492897916,1.0917758520351144,1,flexible
User_95,Tesla Model 3,85.0,Station_103,San Francisco,2024-01-04 22:00:00,2024-01-05 01:51:00,7.930901450146639,2.3423957855284567,33.81843011264206,Evening,Tuesday,42.73907176379696,72.96602310099009,55.67750505100865,16.808358267905795,7.0,DC Fast Charger,Casual Driver,3.85,2.3423957855284567,1.5076042144715434,0.6084144897476511,3.3858075988458056,22,1,3,Thursday,0,Evening,2.0599744026354907,7.020324915269146,1,flexible
User_98,Nissan Leaf,85.0,Station_90,Los Angeles,2024-01-05 01:00:00,2024-01-05 03:33:00,31.046574961450595,0.6902816245406431,6.254545331359625,Night,Saturday,47.1578609567738,66.19348839519058,154.34561667139718,15.627395920888151,7.0,DC Fast Charger,Casual Driver,2.55,0.6902816245406431,1.8597183754593567,0.2706986762904483,44.976678876698976,1,3,4,Friday,0,Night,12.17512743586298,4.971421706357063,1,flexible
User_99,Nissan Leaf,62.0,Station_226,San Francisco,2024-01-05 02:00:00,2024-01-05 05:47:00,15.91756323749268,3.348390650345465,9.531208380836189,Evening,Saturday,80.19872330540268,73.21652206981314,117.79183997954787,15.435807030838417,0.9252766613340968,DC Fast Charger,Casual Driver,3.783333333333333,3.348390650345465,0.4349426829878684,0.885037176302766,4.753795151067696,2,5,4,Friday,0,Night,4.207285437222735,7.400117607329346,0,not_flexible
User_101,BMW i3,77.29894528855995,Station_228,San Francisco,2024-01-05 04:00:00,2024-01-05 07:53:00,71.47764853216556,0.6525822262740804,11.363775646021429,Morning,Sunday,27.57501003435853,53.788025246062965,197.645675922734,28.97677092966469,3.0,DC Fast Charger,Casual Driver,3.883333333333333,0.6525822262740804,3.2307511070592527,0.1680469252207932,109.53048620442416,4,7,4,Friday,0,Night,18.406261424591992,2.765139592327128,1,flexible
User_105,Tesla Model 3,85.0,Station_209,New York,2024-01-05 08:00:00,2024-01-05 11:04:00,61.697438669843606,2.5255130370658327,22.48712027124098,Evening,Sunday,84.2736568755141,57.22115431322493,208.6484695678,28.312156710460712,6.0,Level 2,Commuter,3.066666666666667,2.5255130370658327,0.5411536296008341,0.8235368599127715,24.42966548354244,8,11,4,Friday,0,Morning,20.118730001035956,3.381801158461752,0,not_flexible
User_111,Tesla Model 3,62.0,Station_170,Los Angeles,2024-01-05 14:00:00,2024-01-05 17:27:00,27.42595097070096,0.9111517909550064,19.78138635678612,Evening,Tuesday,74.64716691235185,10.080074326064254,216.0702778231308,-4.153203087466903,5.0,Level 1,Long-Distance Traveler,3.45,0.9111517909550064,2.538848209044993,0.2641019683927554,30.10030956747061,14,17,4,Friday,0,Afternoon,7.949551006000278,7.878314887019155,1,flexible
User_114,Chevy Bolt,85.0,Station_204,Los Angeles,2024-01-05 17:00:00,2024-01-05 18:57:00,29.16952953646135,1.837402025783315,9.16414808014515,Evening,Saturday,64.06837901017158,83.78854260869758,241.99817066158312,42.73966105258837,5.0,DC Fast Charger,Long-Distance Traveler,1.95,1.837402025783315,0.1125979742166849,0.9422574491196488,15.87542036372029,17,18,4,Friday,0,Afternoon,14.958733095621206,8.296265812552447,0,not_flexible
User_115,Tesla Model 3,85.0,Station_56,Houston,2024-01-05 18:00:00,2024-01-05 21:02:00,43.4453789766191,1.4058899107283944,34.67514514166657,Morning,Friday,55.70562012448279,52.80830822724293,38.19901103771869,19.86952895203637,5.0,Level 1,Casual Driver,3.033333333333333,1.4058899107283944,1.6274434226049388,0.4634801903500201,30.902404694055992,18,21,4,Friday,0,Evening,14.322652409874427,0.8792422102768667,1,flexible
User_116,Hyundai Kona,100.0,Station_208,New York,2024-01-05 19:00:00,2024-01-05 21:34:00,26.8691096120868,2.463684938333577,17.54159529161413,Morning,Monday,28.17984729471636,54.56240134495012,289.5682377266553,7.791379352167198,3.0,Level 1,Long-Distance Traveler,2.566666666666667,2.463684938333577,0.10298172833309,0.9598772487013936,10.906065623090962,19,21,4,Friday,0,Evening,10.468484264449401,10.776994173130172,0,not_flexible
User_119,Tesla Model 3,50.0,Station_15,Chicago,2024-01-05 22:00:00,2024-01-06 01:49:00,17.704737472368393,3.462571540834156,19.91512428981757,Afternoon,Tuesday,47.80623479100282,79.3715143442941,258.64567065665085,-9.34537521505764,7.0,DC Fast Charger,Commuter,3.816666666666667,3.462571540834156,0.3540951258325107,0.907223984498032,5.113175934006321,22,1,4,Friday,0,Evening,4.638795844288662,14.608839643079518,0,not_flexible
